text,label
tera dimaag kharab hai kya bc seriously,cyberbullying
tu pura mkc hai samjha kya seriously,cyberbullying
positive rehna important hota hai 🙂,non-cyberbullying
aaj ka din kaafi productive tha bro,non-cyberbullying
itna son of a bitch kaise ho sakta hai banda bro,cyberbullying
tumne jo kaam kiya wo kaafi acha tha 🙂,non-cyberbullying
online mat aaya kar nigga bro,cyberbullying
tera dimaag kharab hai kya nigga fr,cyberbullying
positive rehna important hota hai 👍,non-cyberbullying
tera dimaag kharab hai kya mc seriously,cyberbullying
sab log tujhe mc bolte hain yrr,cyberbullying
kisi ko tu pasand nahi hai randi,cyberbullying
tu life me kuch nahi karega chutiya seriously,cyberbullying
let's focus on improvement together bro,non-cyberbullying
let's focus on improvement together yrr,non-cyberbullying
great effort keep learning daily,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha 👍,non-cyberbullying
tu bas time waste karta hai wtf,cyberbullying
kal milte hain project discuss karne 👍,non-cyberbullying
sab log tujhe randi bolte hain lol,cyberbullying
tera dimaag kharab hai kya randi smh,cyberbullying
let's focus on improvement together bro,non-cyberbullying
chal nikal yaha se bkc smh,cyberbullying
thoda rest le lo sab theek ho jayega 🙂,non-cyberbullying
chup reh warna dekh lunga chutiya seriously,cyberbullying
sab log tujhe bc bolte hain fr,cyberbullying
koi help chahiye ho to bata dena yrr,non-cyberbullying
chup reh warna dekh lunga mkb smh,cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
tu bas time waste karta hai mkb seriously,cyberbullying
tumhari progress clearly dikh rahi hai bro,non-cyberbullying
practice se sab better ho jata hai 🙂,non-cyberbullying
chal nikal yaha se son of a bitch lol,cyberbullying
chup reh warna dekh lunga randi yrr,cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
tu life me kuch nahi karega bitch lol,cyberbullying
chup reh warna dekh lunga bkl smh,cyberbullying
tera dimaag kharab hai kya bc,cyberbullying
great effort keep learning daily 👍,non-cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
koi help chahiye ho to bata dena bro,non-cyberbullying
tu life me kuch nahi karega bkc bro,cyberbullying
chup reh warna dekh lunga bkc yrr,cyberbullying
let's focus on improvement together yrr,non-cyberbullying
chup reh warna dekh lunga asshole bro,cyberbullying
positive rehna important hota hai 🙂,non-cyberbullying
great effort keep learning daily 👍,non-cyberbullying
tu bas time waste karta hai bc bro,cyberbullying
itna bkc kaise ho sakta hai banda fr,cyberbullying
practice se sab better ho jata hai,non-cyberbullying
koi help chahiye ho to bata dena 🙂,non-cyberbullying
tu life me kuch nahi karega mc seriously,cyberbullying
online mat aaya kar bitch lol,cyberbullying
aaj ka din kaafi productive tha 👍,non-cyberbullying
online mat aaya kar bkc fr,cyberbullying
kal milte hain project discuss karne,non-cyberbullying
chal nikal yaha se bc yrr,cyberbullying
great effort keep learning daily,non-cyberbullying
tumhari progress clearly dikh rahi hai yrr,non-cyberbullying
thoda rest le lo sab theek ho jayega 👍,non-cyberbullying
kal milte hain project discuss karne yrr,non-cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
koi help chahiye ho to bata dena,non-cyberbullying
itna wtf kaise ho sakta hai banda fr,cyberbullying
online mat aaya kar asshole seriously,cyberbullying
kisi ko tu pasand nahi hai chutiya lol,cyberbullying
let's focus on improvement together 🙂,non-cyberbullying
kal milte hain project discuss karne yrr,non-cyberbullying
tu bas time waste karta hai randi smh,cyberbullying
thoda rest le lo sab theek ho jayega 👍,non-cyberbullying
kal milte hain project discuss karne,non-cyberbullying
kal milte hain project discuss karne 🙂,non-cyberbullying
koi help chahiye ho to bata dena,non-cyberbullying
kal milte hain project discuss karne yrr,non-cyberbullying
sab log tujhe nigga bolte hain fr,cyberbullying
chal nikal yaha se asshole,cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
tumhari progress clearly dikh rahi hai yrr,non-cyberbullying
kal milte hain project discuss karne 🙂,non-cyberbullying
chup reh warna dekh lunga bc,cyberbullying
tumne jo kaam kiya wo kaafi acha tha,non-cyberbullying
itna son of a bitch kaise ho sakta hai banda seriously,cyberbullying
kisi ko tu pasand nahi hai mc fr,cyberbullying
sab log tujhe bkc bolte hain yrr,cyberbullying
tera dimaag kharab hai kya bc,cyberbullying
kisi ko tu pasand nahi hai nigga seriously,cyberbullying
koi help chahiye ho to bata dena 🙂,non-cyberbullying
tu pura randi hai samjha kya,cyberbullying
tu pura bc hai samjha kya seriously,cyberbullying
online mat aaya kar mkc seriously,cyberbullying
practice se sab better ho jata hai,non-cyberbullying
chal nikal yaha se chutiya yrr,cyberbullying
great effort keep learning daily yrr,non-cyberbullying
great effort keep learning daily,non-cyberbullying
positive rehna important hota hai yrr,non-cyberbullying
let's focus on improvement together 👍,non-cyberbullying
practice se sab better ho jata hai bro,non-cyberbullying
great effort keep learning daily 🙂,non-cyberbullying
tumhari progress clearly dikh rahi hai 🙂,non-cyberbullying
thoda rest le lo sab theek ho jayega yrr,non-cyberbullying
chup reh warna dekh lunga mc fr,cyberbullying
chal nikal yaha se randi lol,cyberbullying
thoda rest le lo sab theek ho jayega bro,non-cyberbullying
kal milte hain project discuss karne 🙂,non-cyberbullying
let's focus on improvement together 👍,non-cyberbullying
online mat aaya kar asshole yrr,cyberbullying
let's focus on improvement together yrr,non-cyberbullying
chup reh warna dekh lunga chutiya bro,cyberbullying
let's focus on improvement together bro,non-cyberbullying
practice se sab better ho jata hai,non-cyberbullying
practice se sab better ho jata hai 🙂,non-cyberbullying
kisi ko tu pasand nahi hai bc,cyberbullying
great effort keep learning daily,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha bro,non-cyberbullying
thoda rest le lo sab theek ho jayega,non-cyberbullying
tu pura mkc hai samjha kya fr,cyberbullying
chup reh warna dekh lunga chutiya smh,cyberbullying
let's focus on improvement together 🙂,non-cyberbullying
tu bas time waste karta hai mc,cyberbullying
itna wtf kaise ho sakta hai banda yrr,cyberbullying
kal milte hain project discuss karne,non-cyberbullying
thoda rest le lo sab theek ho jayega yrr,non-cyberbullying
itna wtf kaise ho sakta hai banda,cyberbullying
tu life me kuch nahi karega randi,cyberbullying
sab log tujhe chutiya bolte hain bro,cyberbullying
let's focus on improvement together,non-cyberbullying
let's focus on improvement together,non-cyberbullying
chup reh warna dekh lunga bkl fr,cyberbullying
aaj ka din kaafi productive tha 👍,non-cyberbullying
chal nikal yaha se bkc smh,cyberbullying
great effort keep learning daily,non-cyberbullying
thoda rest le lo sab theek ho jayega 👍,non-cyberbullying
sab log tujhe nigga bolte hain,cyberbullying
tumhari progress clearly dikh rahi hai yrr,non-cyberbullying
practice se sab better ho jata hai bro,non-cyberbullying
great effort keep learning daily,non-cyberbullying
tu pura mkb hai samjha kya lol,cyberbullying
sab log tujhe bitch bolte hain,cyberbullying
tu bas time waste karta hai bitch lol,cyberbullying
kisi ko tu pasand nahi hai bkl yrr,cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
aaj ka din kaafi productive tha,non-cyberbullying
tu pura bc hai samjha kya yrr,cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha,non-cyberbullying
tu bas time waste karta hai nigga yrr,cyberbullying
tera dimaag kharab hai kya mkc seriously,cyberbullying
tera dimaag kharab hai kya mc seriously,cyberbullying
tu life me kuch nahi karega mkb bro,cyberbullying
chup reh warna dekh lunga asshole,cyberbullying
chal nikal yaha se wtf seriously,cyberbullying
let's focus on improvement together 👍,non-cyberbullying
great effort keep learning daily yrr,non-cyberbullying
tumhari progress clearly dikh rahi hai 🙂,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha bro,non-cyberbullying
tu pura mkb hai samjha kya lol,cyberbullying
let's focus on improvement together 🙂,non-cyberbullying
thoda rest le lo sab theek ho jayega,non-cyberbullying
itna bitch kaise ho sakta hai banda fr,cyberbullying
kisi ko tu pasand nahi hai mkb fr,cyberbullying
practice se sab better ho jata hai bro,non-cyberbullying
tumhari progress clearly dikh rahi hai yrr,non-cyberbullying
great effort keep learning daily,non-cyberbullying
thoda rest le lo sab theek ho jayega 👍,non-cyberbullying
itna bkc kaise ho sakta hai banda,cyberbullying
chup reh warna dekh lunga mc bro,cyberbullying
sab log tujhe mc bolte hain,cyberbullying
online mat aaya kar asshole seriously,cyberbullying
thoda rest le lo sab theek ho jayega yrr,non-cyberbullying
tera dimaag kharab hai kya bitch fr,cyberbullying
sab log tujhe asshole bolte hain smh,cyberbullying
aaj ka din kaafi productive tha yrr,non-cyberbullying
online mat aaya kar nigga,cyberbullying
great effort keep learning daily,non-cyberbullying
tu pura bkc hai samjha kya yrr,cyberbullying
positive rehna important hota hai 👍,non-cyberbullying
kisi ko tu pasand nahi hai bc seriously,cyberbullying
tu pura wtf hai samjha kya,cyberbullying
positive rehna important hota hai,non-cyberbullying
tu pura bkl hai samjha kya seriously,cyberbullying
kisi ko tu pasand nahi hai asshole seriously,cyberbullying
kisi ko tu pasand nahi hai asshole lol,cyberbullying
chup reh warna dekh lunga bitch lol,cyberbullying
great effort keep learning daily,non-cyberbullying
let's focus on improvement together bro,non-cyberbullying
aaj ka din kaafi productive tha bro,non-cyberbullying
online mat aaya kar mkc fr,cyberbullying
tu bas time waste karta hai wtf yrr,cyberbullying
kisi ko tu pasand nahi hai bkl yrr,cyberbullying
online mat aaya kar asshole seriously,cyberbullying
aaj ka din kaafi productive tha,non-cyberbullying
online mat aaya kar bkc seriously,cyberbullying
aaj ka din kaafi productive tha bro,non-cyberbullying
kal milte hain project discuss karne 👍,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha bro,non-cyberbullying
online mat aaya kar bkc bro,cyberbullying
positive rehna important hota hai,non-cyberbullying
let's focus on improvement together,non-cyberbullying
chal nikal yaha se bkc bro,cyberbullying
sab log tujhe nigga bolte hain yrr,cyberbullying
tu life me kuch nahi karega mc fr,cyberbullying
practice se sab better ho jata hai bro,non-cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
tera dimaag kharab hai kya bc yrr,cyberbullying
tu life me kuch nahi karega mkc fr,cyberbullying
positive rehna important hota hai yrr,non-cyberbullying
practice se sab better ho jata hai yrr,non-cyberbullying
practice se sab better ho jata hai bro,non-cyberbullying
positive rehna important hota hai,non-cyberbullying
thoda rest le lo sab theek ho jayega 👍,non-cyberbullying
tera dimaag kharab hai kya bitch seriously,cyberbullying
koi help chahiye ho to bata dena,non-cyberbullying
tu life me kuch nahi karega bkc smh,cyberbullying
practice se sab better ho jata hai,non-cyberbullying
tera dimaag kharab hai kya nigga yrr,cyberbullying
tu life me kuch nahi karega chutiya seriously,cyberbullying
kisi ko tu pasand nahi hai chutiya yrr,cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
tu bas time waste karta hai mkb fr,cyberbullying
itna bitch kaise ho sakta hai banda lol,cyberbullying
itna wtf kaise ho sakta hai banda fr,cyberbullying
kal milte hain project discuss karne,non-cyberbullying
koi help chahiye ho to bata dena bro,non-cyberbullying
kal milte hain project discuss karne bro,non-cyberbullying
tu pura son of a bitch hai samjha kya lol,cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
kisi ko tu pasand nahi hai randi fr,cyberbullying
practice se sab better ho jata hai yrr,non-cyberbullying
kal milte hain project discuss karne 🙂,non-cyberbullying
chal nikal yaha se bkl bro,cyberbullying
practice se sab better ho jata hai 👍,non-cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
kisi ko tu pasand nahi hai asshole fr,cyberbullying
itna wtf kaise ho sakta hai banda seriously,cyberbullying
let's focus on improvement together 👍,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha 👍,non-cyberbullying
thoda rest le lo sab theek ho jayega,non-cyberbullying
itna chutiya kaise ho sakta hai banda smh,cyberbullying
tumhari progress clearly dikh rahi hai 🙂,non-cyberbullying
itna bitch kaise ho sakta hai banda smh,cyberbullying
thoda rest le lo sab theek ho jayega yrr,non-cyberbullying
online mat aaya kar mkb lol,cyberbullying
tu pura asshole hai samjha kya fr,cyberbullying
kisi ko tu pasand nahi hai bkc lol,cyberbullying
tumhari progress clearly dikh rahi hai yrr,non-cyberbullying
chup reh warna dekh lunga mkc yrr,cyberbullying
koi help chahiye ho to bata dena,non-cyberbullying
tu pura bitch hai samjha kya fr,cyberbullying
aaj ka din kaafi productive tha 👍,non-cyberbullying
tu pura bc hai samjha kya fr,cyberbullying
aaj ka din kaafi productive tha yrr,non-cyberbullying
online mat aaya kar bc bro,cyberbullying
thoda rest le lo sab theek ho jayega bro,non-cyberbullying
tumhari progress clearly dikh rahi hai bro,non-cyberbullying
tera dimaag kharab hai kya asshole seriously,cyberbullying
itna randi kaise ho sakta hai banda lol,cyberbullying
positive rehna important hota hai yrr,non-cyberbullying
positive rehna important hota hai,non-cyberbullying
let's focus on improvement together bro,non-cyberbullying
sab log tujhe bc bolte hain smh,cyberbullying
practice se sab better ho jata hai,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha bro,non-cyberbullying
itna bitch kaise ho sakta hai banda smh,cyberbullying
tu bas time waste karta hai son of a bitch lol,cyberbullying
sab log tujhe nigga bolte hain seriously,cyberbullying
kisi ko tu pasand nahi hai bkl,cyberbullying
sab log tujhe mkc bolte hain bro,cyberbullying
tu life me kuch nahi karega randi,cyberbullying
kisi ko tu pasand nahi hai mkc yrr,cyberbullying
thoda rest le lo sab theek ho jayega yrr,non-cyberbullying
tera dimaag kharab hai kya bkl lol,cyberbullying
let's focus on improvement together 👍,non-cyberbullying
chal nikal yaha se chutiya,cyberbullying
online mat aaya kar bc lol,cyberbullying
tu life me kuch nahi karega bkl lol,cyberbullying
chal nikal yaha se mc yrr,cyberbullying
tumne jo kaam kiya wo kaafi acha tha 👍,non-cyberbullying
kisi ko tu pasand nahi hai son of a bitch yrr,cyberbullying
chup reh warna dekh lunga mc smh,cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
great effort keep learning daily bro,non-cyberbullying
online mat aaya kar bkl yrr,cyberbullying
kal milte hain project discuss karne 👍,non-cyberbullying
positive rehna important hota hai yrr,non-cyberbullying
tumhari progress clearly dikh rahi hai 👍,non-cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
positive rehna important hota hai yrr,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha bro,non-cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
chup reh warna dekh lunga son of a bitch yrr,cyberbullying
let's focus on improvement together bro,non-cyberbullying
chal nikal yaha se asshole,cyberbullying
great effort keep learning daily,non-cyberbullying
online mat aaya kar asshole fr,cyberbullying
kisi ko tu pasand nahi hai chutiya smh,cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
